Fact,San Francisco,"NY (Manhattan), NY","King, WA","Multnomah, OR","Kings (Brooklyn), NY","Cook, IL","Travis, TX"
"Median household income (in 2017 dollars), 2013-2017",96265.0,79781.0,83571.0,60369.0,52782.0,59426.0,68350.0
